Address_x,Eircode,Airport_distance_km,Airport_duration_min,Airport_distance_m,Airport_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"23 Gainsborough Downs, Malahide, Dublin, Dublin",K36AY89,9.563,16.25,9563,975,Semi-D,4,3,123.0 m²,—,—,11/11/2025,"€775,000","€780,000","23 GAINSBOROUGH DOWNS, MALAHIDE, DUBLIN",11/11/2025,"23 GAINSBOROUGH DOWNS, MALAHIDE, DUBLIN",Dublin,"ï¿½780,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Sion Hill Ave, Harolds Cross, Dublin 6w, Dublin",D6WRW61,29.593,32.18333333333333,29593,1931,House,3,2,175.0 m²,C3,—,11/11/2025,"€1,300,000","€1,300,000","13 SION HILL AVE, HAROLDS CROSS, DUBLIN 6W",11/11/2025,"13 SION HILL AVE, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Lourdes Rd, Maryland, Dublin 8, Dublin 8, Dublin",D08X9T0,23.691,29.383333333333333,23691,1763,Terrace,3,1,81.0 m²,G,—,11/11/2025,"€435,000","€436,000","16 LOURDES RD, MARYLAND, DUBLIN 8",11/11/2025,"16 LOURDES RD, MARYLAND, DUBLIN 8",Dublin,"ï¿½436,000.00",No,No,Second-Hand Dwelling house /Apartment,
"33 Cowper Hall, Mount Saint Annes, Milltown, Dublin",D06YN23,20.273,32.81666666666667,20273,1969,Apartment,2,2,78.0 m²,B3,—,11/11/2025,"€675,000","€700,000","33 COWPER HALL, MOUNT SAINT ANNES, MILLTOWN",11/11/2025,"33 COWPER HALL, MOUNT SAINT ANNES, MILLTOWN",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Maryville Rd, Raheny, Dublin 5, Dublin 5, Dublin",D05WK70,10.509,22.366666666666667,10509,1342,House,3,1,104.5 m²,D1,—,11/11/2025,"€575,000","€605,000","13 MARYVILLE RD, RAHENY, DUBLIN 5",11/11/2025,"13 MARYVILLE RD, RAHENY, DUBLIN 5",Dublin,"ï¿½605,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 3 Block G, Sandyford View, Blackglen Rd Dublin 18, Dublin 18, Dublin",D18TR60,35.779,31.516666666666666,35779,1891,Apartment,2,1,67.0 m²,C1,—,11/11/2025,"€355,000","€365,000","APT 3 BLOCK G, SANDYFORD VIEW, BLACKGLEN RD DUBLIN 18",11/11/2025,"APT 3 BLOCK G, SANDYFORD VIEW, BLACKGLEN RD DUBLIN 18",Dublin,"ï¿½365,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 23, The Wheat Barn, Bakers Yard, Dublin 15, Dublin",D01A324,9.8,21.483333333333334,9800,1289,Apartment,2,2,65.0 m²,B3,—,11/11/2025,"€375,000","€407,000","APT 23, THE WHEAT BARN, BAKERS YARD",11/11/2025,"APT 23, THE WHEAT BARN, BAKERS YARD",Dublin,"ï¿½407,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Heytesbury St, Dublin 8, Dublin, Dublin 8, Dublin",D08Y2R4,14.461,33.43333333333333,14461,2006,Terrace,4,5,227.0 m²,—,—,11/11/2025,"€1,445,000","€1,425,000","19 HEYTESBURY ST, DUBLIN 8, DUBLIN",11/11/2025,"19 HEYTESBURY ST, DUBLIN 8, DUBLIN",Dublin,"ï¿½1,425,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 Mount Drummond Ave, Harolds Cross, Dublin 6w, Dublin 6, Dublin",D06Y3V1,24.977,33.6,24977,2016,End of Terrace,4,3,130.0 m²,B3,—,11/11/2025,"€650,000","€872,000","55 MOUNT DRUMMOND AVE, HAROLDS CROSS, DUBLIN 6W",11/11/2025,"55 MOUNT DRUMMOND AVE, HAROLDS CROSS, DUBLIN 6W",Dublin,"ï¿½872,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Tower Hall, Swords Central, Main St, Dublin",K67D527,6.947,12.7,6947,762,Apartment,1,1,41.2 m²,C1,—,12/11/2025,"€220,000","€265,000","14 TOWER HALL, SWORDS CENTRAL, MAIN ST",12/11/2025,"14 TOWER HALL, SWORDS CENTRAL, MAIN ST",Dublin,"ï¿½265,000.00",No,No,Second-Hand Dwelling house /Apartment,
"2&4 Waltersland Rd, Stillorgan, Dublin, Dublin",A94DT62,36.307,32.56666666666667,36307,1954,Bungalow,4,1,103.0 m²,D2,—,12/11/2025,"€750,000","€880,000","2&4 WALTERSLAND RD, STILLORGAN, DUBLIN",12/11/2025,"2&4 WALTERSLAND RD, STILLORGAN, DUBLIN",Dublin,"ï¿½880,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 The Kittiwake, Barnageeragh Cove, Dublin, Dublin",K34E938,28.739,28.983333333333334,28739,1739,Apartment,2,2,97.0 m²,B3,—,12/11/2025,"€580,000","€580,000","28 THE KITTIWAKE, BARNAGEERAGH COVE, DUBLIN",12/11/2025,"28 THE KITTIWAKE, BARNAGEERAGH COVE, DUBLIN",Dublin,"ï¿½580,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Villa Flanders, 8 Stillorgan Grove, Stillorgan, Dublin",A94X450,36.118,31.95,36118,1917,Detached,5,4,175.0 m²,E2,—,12/11/2025,"€1,195,000","€1,250,000","VILLA FLANDERS, 8 STILLORGAN GROVE, STILLORGAN",12/11/2025,"VILLA FLANDERS, 8 STILLORGAN GROVE, STILLORGAN",Dublin,"ï¿½1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"46 Clonkeen Rd, Deansgrange, Blackrock, Dublin",A94F1W7,37.67,34.983333333333334,37670,2099,Semi-D,4,1,150.0 m²,D1,—,12/11/2025,"€845,000","€833,000","46 CLONKEEN RD, DEANSGRANGE, BLACKROCK",12/11/2025,"46 CLONKEEN RD, DEANSGRANGE, BLACKROCK",Dublin,"ï¿½833,000.00",No,No,Second-Hand Dwelling house /Apartment,
"198 Huntstown Wood, Huntstown, Clonsilla, Dublin 15, Dublin",D15CK7T,17.218,21.066666666666666,17218,1264,Terrace,2,1,73.0 m²,C3,—,12/11/2025,"€295,000","€328,000","198 HUNTSTOWN WOOD, HUNTSTOWN, CLONSILLA",12/11/2025,"198 HUNTSTOWN WOOD, HUNTSTOWN, CLONSILLA",Dublin,"ï¿½328,000.00",No,No,Second-Hand Dwelling house /Apartment,
"48 Garville Ave, Rathgar, Dublin 6, Dublin 6, Dublin",D06XW24,29.169,31.633333333333333,29169,1898,Semi-D,4,3,264.0 m²,—,—,12/11/2025,"€2,300,000","€2,300,000","48 GARVILLE AVE, RATHGAR, DUBLIN 6",12/11/2025,"48 GARVILLE AVE, RATHGAR, DUBLIN 6",Dublin,"ï¿½2,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Goldsmith Hall, Collegewood, Castleknock Dublin 15, Dublin 15, Dublin",D15P663,16.331,22.6,16331,1356,Apartment,2,2,71.0 m²,C2,—,12/11/2025,"€345,000","€363,000","3 GOLDSMITH HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",12/11/2025,"3 GOLDSMITH HALL, COLLEGEWOOD, CASTLEKNOCK DUBLIN 15",Dublin,"ï¿½363,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Prince Of Wales Terrace, Ballsbridge, Dublin 4, Dublin 4, Dublin",D04DC89,17.895,25.95,17895,1557,Terrace,3,3,165.0 m²,—,—,12/11/2025,"€1,250,000","€1,455,000","10 PRINCE OF WALES TERRACE, BALLSBRIDGE, DUBLIN 4",12/11/2025,"10 PRINCE OF WALES TERRACE, BALLSBRIDGE, DUBLIN 4",Dublin,"ï¿½1,455,000.00",No,No,Second-Hand Dwelling house /Apartment,
"12 Elder Heath Hill, Elder Heath, Kiltipper Road, Dublin 24, Dublin",D24RH9N,29.113,30.216666666666665,29113,1813,Terrace,3,3,109.2 m²,A2,—,12/11/2025,"€440,000","€522,000","12 ELDER HEATH HILL, ELDER HEATH, KILTIPPER ROAD",12/11/2025,"12 ELDER HEATH HILL, ELDER HEATH, KILTIPPER ROAD",Dublin,"ï¿½522,000.00",No,No,Second-Hand Dwelling house /Apartment,
"51 Ivy Exchange, Parnell St, Dublin 1, Dublin 1, Dublin",D01F384,10.33,24.25,10330,1455,Apartment,1,1,50.0 m²,D1,—,12/11/2025,"€330,000","€335,000","51 IVY EXCHANGE, PARNELL ST, DUBLIN 1",12/11/2025,"51 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"20 Osprey Ave, Templeogue, Dublin 6w, Dublin",D6WY279,26.699,25.783333333333335,26699,1547,Semi-D,4,3,142.1 m²,C1,—,12/11/2025,"€795,000","€810,000","20 OSPREY AVE, TEMPLEOGUE, DUBLIN 6W",12/11/2025,"20 OSPREY AVE, TEMPLEOGUE, DUBLIN 6W",Dublin,"ï¿½810,000.00",No,No,Second-Hand Dwelling house /Apartment,
"24 Seafield Ave, Clontarf, Dublin 3, Dublin 3, Dublin",D03YC66,11.335,24.033333333333335,11335,1442,Detached,4,2,138.0 m²,E1,—,12/11/2025,"€1,295,000","€1,450,000","24 SEAFIELD AVE, CLONTARF, DUBLIN 3",12/11/2025,"24 SEAFIELD AVE, CLONTARF, DUBLIN 3",Dublin,"ï¿½1,450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 104 The Distillery, Distillery Rd, Fairview Dublin 3, Dublin 3, Dublin",D03N925,9.709,21.433333333333334,9709,1286,Apartment,1,1,50.0 m²,—,—,12/11/2025,"€249,000","€255,000","APT 104 THE DISTILLERY, DISTILLERY RD, FAIRVIEW DUBLIN 3",12/11/2025,"APT 104 THE DISTILLERY, DISTILLERY RD, FAIRVIEW DUBLIN 3",Dublin,"ï¿½255,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Carrigmore Elms, Citywest, Saggart, Dublin 24, Dublin",D24WY86,27.016,26.166666666666668,27016,1570,Duplex,3,3,110.1 m²,B2,—,12/11/2025,"€325,000","€387,500","14 CARRIGMORE ELMS, CITYWEST, SAGGART",12/11/2025,"14 CARRIGMORE ELMS, CITYWEST, SAGGART",Dublin,"ï¿½387,500.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Tranquility Grove, Woodville Park Estate, Coolock Dublin 5, Dublin 5, Dublin",D05KD61,7.117,14.483333333333333,7117,869,Semi-D,3,2,122.0 m²,E1,—,12/11/2025,"€465,000","€503,000","32 TRANQUILITY GROVE, WOODVILLE PARK ESTATE, COOLOCK DUBLIN 5",12/11/2025,"32 TRANQUILITY GROVE, WOODVILLE PARK ESTATE, COOLOCK DUBLIN 5",Dublin,"ï¿½503,000.00",No,No,Second-Hand Dwelling house /Apartment,
"41 Mccabe Villas, Booterstown, Dublin, Dublin",A94VN51,20.66,32.05,20660,1923,House,2,1,71.0 m²,E1,—,12/11/2025,"€565,000","€600,000","41 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",12/11/2025,"41 MCCABE VILLAS, BOOTERSTOWN, DUBLIN",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Dowland Rd, Walkinstown, Dublin 12, Dublin 12, Dublin",D12V8Y6,24.166,25.116666666666667,24166,1507,Terrace,3,1,97.8 m²,D2,—,12/11/2025,"€495,000","€525,000","13 DOWLAND RD, WALKINSTOWN, DUBLIN 12",12/11/2025,"13 DOWLAND RD, WALKINSTOWN, DUBLIN 12",Dublin,"ï¿½525,000.00",No,No,Second-Hand Dwelling house /Apartment,
"212 Collinswood, Collins Ave, Beaumont Dublin 9, Dublin 9, Dublin",D09Y9H0,7.596,15.833333333333334,7596,950,Semi-D,3,2,95.0 m²,—,—,12/11/2025,"€530,000","€515,000","212 COLLINSWOOD, COLLINS AVE, BEAUMONT DUBLIN 9",12/11/2025,"212 COLLINSWOOD, COLLINS AVE, BEAUMONT DUBLIN 9",Dublin,"ï¿½515,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Thornleigh Place, Swords, Dublin, Dublin",K67N903,10.213,17.733333333333334,10213,1064,Terrace,3,2,102.0 m²,B3,—,12/11/2025,"€399,000","€415,000","23 THORNLEIGH PLACE, SWORDS, DUBLIN",12/11/2025,"23 THORNLEIGH PLACE, SWORDS, DUBLIN",Dublin,"ï¿½415,000.00",No,No,Second-Hand Dwelling house /Apartment,
"69 Glenomena Park, Booterstown, Blackrock, Dublin",A94EK20,20.396,31.533333333333335,20396,1892,Semi-D,5,3,208.0 m²,C1,—,12/11/2025,"€1,150,000","€1,180,000","69 GLENOMENA PARK, BOOTERSTOWN, BLACKROCK",12/11/2025,"69 GLENOMENA PARK, BOOTERSTOWN, BLACKROCK",Dublin,"ï¿½1,180,000.00",No,No,Second-Hand Dwelling house /Apartment,
"45a St Aongus Green, Taqllaght, Dublin 24, Dublin 24, Dublin",D24XV81,26.242,25.0,26242,1500,End of Terrace,4,4,97.0 m²,C1,—,12/11/2025,"€375,000","€455,000","45A ST AONGUS GREEN, TAQLLAGHT, DUBLIN 24",12/11/2025,"45A ST AONGUS GREEN, TAQLLAGHT, DUBLIN 24",Dublin,"ï¿½455,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Hunters Lane, Ballycullen Rd, Firhouse Dublin 24, Dublin 24, Dublin",D24V659,27.146,25.033333333333335,27146,1502,Terrace,3,3,92.0 m²,B3,—,12/11/2025,"€465,000","€485,000","8 HUNTERS LANE, BALLYCULLEN RD, FIRHOUSE DUBLIN 24",12/11/2025,"8 HUNTERS LANE, BALLYCULLEN RD, FIRHOUSE DUBLIN 24",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"44 Southmede, Dundrum, Dublin 14, Dublin 16, Dublin",D16H012,33.179,28.583333333333332,33179,1715,Apartment,1,1,48.7 m²,B3,—,12/11/2025,"€345,000","€360,000","44 SOUTHMEDE, DUNDRUM, DUBLIN 14",12/11/2025,"44 SOUTHMEDE, DUNDRUM, DUBLIN 14",Dublin,"ï¿½360,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Griffeen Glen Wood, Lucan, Dublin, Dublin",K78XV67,22.204,23.583333333333332,22204,1415,Semi-D,3,3,120.0 m²,B3,—,12/11/2025,"€525,000","€545,000","5 GRIFFEEN GLEN WOOD, LUCAN, DUBLIN",12/11/2025,"5 GRIFFEEN GLEN WOOD, LUCAN, DUBLIN",Dublin,"ï¿½545,000.00",No,No,Second-Hand Dwelling house /Apartment,
"207 Block A1, Beacon South Quarter, Sandyford, Dublin 18, Dublin",D18WC78,34.294,30.35,34294,1821,Apartment,2,2,82.0 m²,C2,—,12/11/2025,"€395,000","€429,000","207 BLOCK A1, BEACON SOUTH QUARTER, SANDYFORD",12/11/2025,"207 BLOCK A1, BEACON SOUTH QUARTER, SANDYFORD",Dublin,"ï¿½429,000.00",No,No,Second-Hand Dwelling house /Apartment,
"120 Hampton Green, Balbriggan, Dublin, Dublin",K32F303,26.664,26.333333333333332,26664,1580,Terrace,2,1,74.0 m²,C1,—,12/11/2025,"€280,000","€290,000","120 HAMPTON GREEN, BALBRIGGAN, DUBLIN",12/11/2025,"120 HAMPTON GREEN, BALBRIGGAN, DUBLIN",Dublin,"ï¿½290,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Beechdale Lawn, Ballycullen, Dublin 24, Dublin 24, Dublin",D24C425,27.254,25.483333333333334,27254,1529,Semi-D,3,3,126.7 m²,B1,—,12/11/2025,"€585,000","€676,000","23 BEECHDALE LAWN, BALLYCULLEN, DUBLIN 24",12/11/2025,"23 BEECHDALE LAWN, BALLYCULLEN, DUBLIN 24",Dublin,"ï¿½676,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Talbot Downs, Castleknock, Dublin 15, Dublin 15, Dublin",D15C2VA,12.759,14.083333333333334,12759,845,Semi-D,4,3,120.0 m²,C2,—,12/11/2025,"€595,000","€620,000","8 TALBOT DOWNS, CASTLEKNOCK, DUBLIN 15",12/11/2025,"8 TALBOT DOWNS, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½620,000.00",No,No,Second-Hand Dwelling house /Apartment,
"63 Glenealy Rd, Crumlin, Dublin, Dublin 12, Dublin",D12KT22,23.71,29.5,23710,1770,End of Terrace,3,1,68.0 m²,—,—,12/11/2025,"€375,000","€426,000","63 GLENEALY RD, CRUMLIN, DUBLIN",12/11/2025,"63 GLENEALY RD, CRUMLIN, DUBLIN",Dublin,"ï¿½426,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Ceder Lodge, Farmleigh, Dublin 15, Dublin 15, Dublin",D15T227,15.223,20.4,15223,1224,Apartment,1,1,52.0 m²,C1,—,12/11/2025,"€395,000","€385,000","17 CEDER LODGE, FARMLEIGH, DUBLIN 15",12/11/2025,"17 CEDER LODGE, FARMLEIGH, DUBLIN 15",Dublin,"ï¿½385,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Rathborne Square, Rathborne, Ashtown, Dublin 15, Dublin",D15RKF4,10.797,19.75,10797,1185,End of Terrace,3,3,135.0 m²,A3,—,13/11/2025,"€635,000","€640,000","31 RATHBORNE SQUARE, RATHBORNE, ASHTOWN",13/11/2025,"31 RATHBORNE SQUARE, RATHBORNE, ASHTOWN",Dublin,"ï¿½640,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Thomas Davis St, Inchicore, Dublin 8, Dublin 8, Dublin",D08YV6E,21.55,23.483333333333334,21550,1409,Terrace,3,1,83.0 m²,D2,—,13/11/2025,"€380,000","€401,000","26 THOMAS DAVIS ST, INCHICORE, DUBLIN 8",13/11/2025,"26 THOMAS DAVIS ST, INCHICORE, DUBLIN 8",Dublin,"ï¿½401,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Bow Bridge, Kilmainham, Dublin 8, Dublin 8, Dublin",D08V8KH,22.245,23.916666666666668,22245,1435,Terrace,1,1,61.0 m²,E2,—,13/11/2025,"€350,000","€350,000","10 BOW BRIDGE, KILMAINHAM, DUBLIN 8",13/11/2025,"10 BOW BRIDGE, KILMAINHAM, DUBLIN 8",Dublin,"ï¿½350,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Eagle Tower, 4 Manor Ave, Terenure Dublin 6w, Dublin",D6WXP03,27.611,27.966666666666665,27611,1678,Detached,5,3,243.0 m²,C1,—,13/11/2025,"€1,350,000","€1,250,000","EAGLE TOWER, 4 MANOR AVE, TERENURE DUBLIN 6W",13/11/2025,"EAGLE TOWER, 4 MANOR AVE, TERENURE DUBLIN 6W",Dublin,"ï¿½1,250,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 The Tallow, Rathborne Village, Ashtown Dublin 15, Dublin 15, Dublin",D15FX43,15.408,18.816666666666666,15408,1129,Apartment,2,1,73.0 m²,B1,—,13/11/2025,"€375,000","€390,000","6 THE TALLOW, RATHBORNE VILLAGE, ASHTOWN DUBLIN 15",13/11/2025,"6 THE TALLOW, RATHBORNE VILLAGE, ASHTOWN DUBLIN 15",Dublin,"ï¿½390,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Lansdowne Wood, Ballsbridge, Dublin 4, Dublin 4, Dublin",D04X521,16.995,23.55,16995,1413,Apartment,2,2,90.0 m²,C2,—,13/11/2025,"€775,000","€775,000","6 LANSDOWNE WOOD, BALLSBRIDGE, DUBLIN 4",13/11/2025,"6 LANSDOWNE WOOD, BALLSBRIDGE, DUBLIN 4",Dublin,"ï¿½775,000.00",No,No,Second-Hand Dwelling house /Apartment,
"37 Watermill Rd, Raheny, Dublin 5, Dublin 5, Dublin",D05AK15,10.294,22.6,10294,1356,Bungalow,2,1,45.0 m²,G,—,13/11/2025,"€425,000","€480,000","37 WATERMILL RD, RAHENY, DUBLIN 5",13/11/2025,"37 WATERMILL RD, RAHENY, DUBLIN 5",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Shelerin Rd, Clonsilla, Dublin 15, Dublin 15, Dublin",D15Y3E7,16.887,19.1,16887,1146,Semi-D,3,3,100.5 m²,C3,—,13/11/2025,"€430,000","€490,000","22 SHELERIN RD, CLONSILLA, DUBLIN 15",13/11/2025,"22 SHELERIN RD, CLONSILLA, DUBLIN 15",Dublin,"ï¿½490,000.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Grangebrook Close, Rathfarnham, Dublin, Dublin 16, Dublin",D16X0V1,29.451,29.35,29451,1761,Terrace,3,2,77.0 m²,C2,—,13/11/2025,"€400,000","€480,000","6 GRANGEBROOK CLOSE, RATHFARNHAM, DUBLIN",13/11/2025,"6 GRANGEBROOK CLOSE, RATHFARNHAM, DUBLIN",Dublin,"ï¿½480,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Merlyn Park Lodge, Merlyn Park, Ballsbridge, Dublin 4, Dublin",D04T6P1,18.405,27.066666666666666,18405,1624,Bungalow,3,—,139.0 m²,G,—,13/11/2025,"€750,000","€1,100,000","MERLYN PARK LODGE, MERLYN PARK, BALLSBRIDGE",13/11/2025,"MERLYN PARK LODGE, MERLYN PARK, BALLSBRIDGE",Dublin,"ï¿½1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Reuben Ave, South Circular Rd, Rialto Dublin 8, Dublin 8, Dublin",D08P6K0,23.133,27.85,23133,1671,Terrace,2,1,70.0 m²,F,—,13/11/2025,"€450,000","€451,500","26 REUBEN AVE, SOUTH CIRCULAR RD, RIALTO DUBLIN 8",13/11/2025,"26 REUBEN AVE, SOUTH CIRCULAR RD, RIALTO DUBLIN 8",Dublin,"ï¿½451,500.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Greenogue Dr, Rathcoole, Dublin, Dublin 24, Dublin",D24X2YE,28.68,26.283333333333335,28680,1577,Semi-D,4,2,114.0 m²,—,—,13/11/2025,"€495,000","€520,000","25 GREENOGUE DR, RATHCOOLE, DUBLIN",13/11/2025,"25 GREENOGUE DR, RATHCOOLE, DUBLIN",Dublin,"ï¿½520,000.00",No,No,Second-Hand Dwelling house /Apartment,
"47a Sycamore Avenue, Castleknock, Dublin 15, Dublin",D15HCR2,14.604,18.433333333333334,14604,1106,Detached,3,3,94.0 m²,A2,—,13/11/2025,"€645,000","€665,000","47A SYCAMORE AVENUE, CASTLEKNOCK, DUBLIN 15",13/11/2025,"47A SYCAMORE AVENUE, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½665,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Woodside, Sandyford, Dublin 18, Dublin 14, Dublin",D18X6C5,34.919,31.116666666666667,34919,1867,Detached,3,2,136.0 m²,G,—,13/11/2025,"€595,000","€642,000","WOODSIDE, SANDYFORD, DUBLIN 18",13/11/2025,"WOODSIDE, SANDYFORD, DUBLIN 18",Dublin,"ï¿½642,000.00",No,No,Second-Hand Dwelling house /Apartment,
"31 Millmount Grove, Dundrum, Dublin 14, Dublin 14, Dublin",D14F224,35.936,35.11666666666667,35936,2107,Bungalow,2,1,53.3 m²,D1,—,13/11/2025,"€485,000","€495,000","31 MILLMOUNT GROVE, DUNDRUM, DUBLIN 14",13/11/2025,"31 MILLMOUNT GROVE, DUNDRUM, DUBLIN 14",Dublin,"ï¿½495,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Wilson Crescent, Mount Merrion, Dublin, Dublin",A94P0K5,22.259,35.266666666666666,22259,2116,Detached,3,2,126.0 m²,D2,—,13/11/2025,"€995,000","€1,210,000","4 WILSON CRESCENT, MOUNT MERRION, DUBLIN",13/11/2025,"4 WILSON CRESCENT, MOUNT MERRION, DUBLIN",Dublin,"ï¿½1,210,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Riverwood Chase, Castleknock, Dublin 15, Dublin 15, Dublin",D15V1N2,16.0,21.433333333333334,16000,1286,Semi-D,4,3,122.0 m²,—,—,13/11/2025,"€615,000","€650,000","32 RIVERWOOD CHASE, CASTLEKNOCK, DUBLIN 15",13/11/2025,"32 RIVERWOOD CHASE, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½650,000.00",No,No,Second-Hand Dwelling house /Apartment,
"3 Drumderg Court, Fairview Ave, Dublin 3, Dublin 3, Dublin",D03KA97,9.339,19.8,9339,1188,Apartment,2,1,51.0 m²,D1,—,13/11/2025,"€300,000","€316,000","3 DRUMDERG COURT, FAIRVIEW AVE, DUBLIN 3",13/11/2025,"3 DRUMDERG COURT, FAIRVIEW AVE, DUBLIN 3",Dublin,"ï¿½316,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Brookwood Heights, Artane, Dublin, Dublin 5, Dublin",D05N767,9.593,20.2,9593,1212,Bungalow,4,2,141.0 m²,F,—,13/11/2025,"€625,000","€700,000","36 BROOKWOOD HEIGHTS, ARTANE, DUBLIN",13/11/2025,"36 BROOKWOOD HEIGHTS, ARTANE, DUBLIN",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"116 Parklands, Santry, Dublin 9, Dublin",D09DD74,4.684,8.583333333333334,4684,515,Apartment,2,2,65.0 m²,B2,—,13/11/2025,"€325,000","€373,000","116 PARKLANDS, SANTRY, DUBLIN 9",13/11/2025,"116 PARKLANDS, SANTRY, DUBLIN 9",Dublin,"ï¿½373,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Raheen Court, Springfield, Tallaght, Dublin 24, Dublin",D24N2C9,26.267,27.966666666666665,26267,1678,Semi-D,3,3,94.0 m²,—,—,13/11/2025,"€395,000","€464,000","16 RAHEEN COURT, SPRINGFIELD, TALLAGHT",13/11/2025,"16 RAHEEN COURT, SPRINGFIELD, TALLAGHT",Dublin,"ï¿½464,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Rockfield Park, Coolmine, Dublin 15, Dublin 15, Dublin",D15FN3A,15.25,18.816666666666666,15250,1129,Semi-D,3,2,125.0 m²,B2,—,13/11/2025,"€540,000","€540,000","13 ROCKFIELD PARK, COOLMINE, DUBLIN 15",13/11/2025,"13 ROCKFIELD PARK, COOLMINE, DUBLIN 15",Dublin,"ï¿½540,000.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Roebuck Hill Apts, Mount Anville Rd, Dublin 14, Dublin 14, Dublin",D14WP89,21.948,33.93333333333333,21948,2036,Duplex,2,2,90.0 m²,C1,—,13/11/2025,"€550,000","€605,000","29 ROEBUCK HILL APTS, MOUNT ANVILLE RD, DUBLIN 14",13/11/2025,"29 ROEBUCK HILL APTS, MOUNT ANVILLE RD, DUBLIN 14",Dublin,"ï¿½605,000.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Corrig Ave, Dun Laoghaire, Dublin, Dublin",A96PX72,25.254,41.9,25254,2514,Semi-D,6,6,253.0 m²,—,—,13/11/2025,"€1,350,000","€1,286,250","10 CORRIG AVE, DUN LAOGHAIRE, DUBLIN",13/11/2025,"10 CORRIG AVE, DUN LAOGHAIRE, DUBLIN",Dublin,"ï¿½1,286,250.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Hunters Green, Hunters Wood, Ballycullen Dublin 24, Dublin 24, Dublin",D24DX64,27.195,25.2,27195,1512,Duplex,2,2,82.0 m²,C2,—,13/11/2025,"€335,000","€358,000","13 HUNTERS GREEN, HUNTERS WOOD, BALLYCULLEN DUBLIN 24",13/11/2025,"13 HUNTERS GREEN, HUNTERS WOOD, BALLYCULLEN DUBLIN 24",Dublin,"ï¿½358,000.00",No,No,Second-Hand Dwelling house /Apartment,
